pupil,school,minority,sex,ses,mathach
p4086,s5815,Yes,Female,-0.778,-1.603
p4087,s5815,Yes,Male,-1.018,14.165
p4088,s5815,Yes,Male,-0.568,2.04
p4089,s5815,Yes,Female,-0.688,7.123
p4090,s5815,No,Female,0.182,5.443
p4091,s5815,No,Female,-0.038,6.44
p4092,s5815,Yes,Male,-1.488,3.778
p4093,s5815,No,Female,-1.018,5.034
p4094,s5815,No,Male,-0.008,3.278
p4095,s5815,No,Female,-0.678,10.99
p4096,s5819,No,Male,0.332,5.698
p4097,s5819,No,Male,-0.768,1.068
p4098,s5819,Yes,Male,-0.238,13.427
p4099,s5819,No,Female,-0.238,13.702
p4100,s5819,No,Male,1.312,11.802
p4101,s5819,No,Male,0.822,14.658
p4102,s5819,No,Female,-0.188,18.881
p4103,s5819,No,Female,-0.088,2.191
p4104,s5819,No,Male,0.442,5.19
p4105,s5819,No,Female,0.332,19.487
p4106,s5819,No,Male,0.182,7.381
p4107,s5819,No,Female,0.882,9.741
p4108,s5819,No,Female,0.692,11.149
p4109,s5819,No,Male,1.212,16.246
p4110,s5819,No,Male,0.072,7.782
p4111,s5819,No,Male,-1.078,19.357
p4112,s5819,No,Male,0.792,15.575
p4113,s5819,No,Female,1.262,15.669
p4114,s5819,Yes,Female,-1.118,15.108
p4115,s5819,No,Female,-0.658,11.933
p4116,s5819,No,Male,-0.888,6.032
p4117,s5819,No,Male,-0.308,23.185
p4118,s5819,No,Male,0.082,1.584
p4119,s5819,No,Male,0.022,2.272
p4120,s5819,No,Female,0.312,16.837
p4121,s5819,No,Female,0.692,16.688
p4122,s5819,No,Female,0.782,13.652
p4123,s5819,No,Male,0.072,5.825
p4124,s5819,No,Male,0.552,24.812
p4125,s5819,No,Female,0.142,16.936
p4126,s5819,No,Male,1.072,24.483
p4127,s5819,No,Female,1.022,7.492
p4128,s5819,No,Male,-0.348,3.886
p4129,s5819,No,Female,0.262,-2.132
p4130,s5819,No,Male,0.192,18.62
p4131,s5819,No,Female,0.592,16.084
p4132,s5819,No,Female,0.592,20.441
p4133,s5819,No,Female,0.462,3.237
p4134,s5819,No,Female,-0.078,18.142
p4135,s5819,No,Male,0.302,10.165
p4136,s5819,No,Female,-0.088,24.479
p4137,s5819,No,Female,-0.608,3.615
p4138,s5819,No,Female,0.152,12.465
p4139,s5819,No,Female,-0.008,14.736
p4140,s5819,No,Male,0.002,13.854
p4141,s5819,No,Female,0.792,18.01
p4142,s5819,No,Male,0.302,11.794
p4143,s5819,No,Male,-0.088,13.848
p4144,s5819,No,Female,-0.998,12.192
p4145,s5819,No,Male,0.132,-2.334
p4146,s5838,No,Female,-0.038,13.903
p4147,s5838,No,Female,0.772,14.123
p4148,s5838,No,Male,0.152,24.133
p4149,s5838,No,Female,0.842,22.449
p4150,s5838,No,Male,-0.188,10.225
p4151,s5838,No,Female,-0.118,5.441
p4152,s5838,No,Female,-0.168,7.477
p4153,s5838,Yes,Male,-0.228,14.707
p4154,s5838,No,Male,-0.828,13.934
p4155,s5838,No,Female,-0.598,10.504
p4156,s5838,No,Female,0.212,14.275
p4157,s5838,No,Male,0.152,21.355
p4158,s5838,No,Female,-0.888,8.754
p4159,s5838,No,Male,0.932,13.701
p4160,s5838,No,Female,-0.958,9.614
p4161,s5838,No,Female,0.982,10.439
p4162,s5838,No,Male,-0.248,3.584
p4163,s5838,No,Male,-0.168,20.673
p4164,s5838,No,Female,0.462,12.335
p4165,s5838,No,Male,0.502,10.479
p4166,s5838,No,Female,-0.148,15.515
p4167,s5838,No,Female,1.072,9.875
p4168,s5838,No,Female,0.712,17.327
p4169,s5838,No,Male,0.932,7.193
p4170,s5838,No,Male,1.512,16.189
p4171,s5838,No,Female,-0.038,16.948
p4172,s5838,No,Female,0.732,17.312
p4173,s5838,No,Male,-0.038,20.765
p4174,s5838,No,Male,0.242,19.485
p4175,s5838,No,Female,-0.298,19.247
p4176,s5838,No,Female,-0.408,2.417
p4177,s5937,No,Male,1.122,23.88
p4178,s5937,No,Male,1.262,23.771
p4179,s5937,No,Male,1.042,18.312
p4180,s5937,No,Male,0.362,17.539
p4181,s5937,No,Male,-0.018,6.102
p4182,s5937,No,Female,1.512,18.4
p4183,s5937,No,Male,0.632,19.4
p4184,s5937,No,Female,1.202,18.56
p4185,s5937,No,Female,1.172,8.631
p4186,s5937,No,Female,1.072,18.38
p4187,s5937,No,Male,0.662,14.503
p4188,s5937,No,Male,0.482,23.822
p4189,s5937,No,Male,0.952,12.911
p4190,s5937,No,Female,-0.148,18.345
p4191,s5937,No,Female,0.612,17.152
p4192,s5937,No,Female,-0.068,12.846
p4193,s5937,No,Female,0.702,18.358
p4194,s5937,No,Female,-0.568,17.19
p4195,s5937,No,Male,0.822,4.141
p4196,s5937,No,Male,0.932,10.045
p4197,s5937,No,Male,1.382,20.011
p4198,s5937,No,Female,0.202,19.803
p4199,s5937,No,Female,1.122,21.66
p4200,s5937,No,Male,0.222,22.717
p4201,s5937,Yes,Female,-0.748,16.219
p4202,s5937,No,Female,0.232,15.92
p4203,s5937,No,Female,0.992,12.853
p4204,s5937,No,Male,0.842,17.321
p4205,s5937,No,Female,0.892,17.711
p4206,s6074,No,Female,-0.438,21.142
p4207,s6074,No,Female,-1.068,4.826
p4208,s6074,No,Female,-0.798,15.473
p4209,s6074,No,Female,0.292,4.472
p4210,s6074,No,Female,0.042,12.553
p4211,s6074,No,Female,-0.368,19.772
p4212,s6074,No,Female,-0.748,4.176
p4213,s6074,No,Female,-0.438,15.573
p4214,s6074,Yes,Female,-0.708,18.807
p4215,s6074,No,Female,-0.828,8.914
p4216,s6074,No,Female,-0.258,8.005
p4217,s6074,No,Female,-0.278,15.241
p4218,s6074,No,Female,-0.768,19.184
p4219,s6074,No,Female,-0.438,13.302
p4220,s6074,No,Female,0.252,14.818
p4221,s6074,No,Female,-0.818,15.502
p4222,s6074,No,Female,-0.038,8.642
p4223,s6074,No,Female,-1.098,7.316
p4224,s6074,No,Female,0.022,15.243
p4225,s6074,No,Female,-0.798,10.654
p4226,s6074,No,Female,-0.668,15.076
p4227,s6074,No,Female,-0.198,18.324
p4228,s6074,No,Female,-0.508,18.875
p4229,s6074,No,Female,0.142,16.89
p4230,s6074,No,Female,-0.748,17.681
p4231,s6074,No,Female,-0.028,7.907
p4232,s6074,No,Female,0.662,9.38
p4233,s6074,No,Female,-0.678,5.236
p4234,s6074,No,Female,-0.748,23.917
p4235,s6074,No,Female,0.442,15.636
p4236,s6074,No,Female,0.092,22.427
p4237,s6074,No,Female,-0.448,20.075
p4238,s6074,No,Female,-0.608,11.344
p4239,s6074,No,Female,-0.488,17.445
p4240,s6074,No,Female,-1.778,2.124
p4241,s6074,No,Female,0.522,1.099
p4242,s6074,No,Female,0.542,20.251
p4243,s6074,No,Female,-0.158,12.511
p4244,s6074,No,Female,0.692,6.332
p4245,s6074,No,Female,-1.608,7.082
p4246,s6074,No,Female,0.672,12.55
p4247,s6074,No,Female,-0.258,21.26
p4248,s6074,No,Female,0.032,9.377
p4249,s6074,No,Female,-1.118,15.842
p4250,s6074,No,Female,0.852,6.963
p4251,s6074,No,Female,0.672,21.986
p4252,s6074,No,Female,-0.358,20.635
p4253,s6074,Yes,Female,-0.478,2.823
p4254,s6074,No,Female,-0.618,17.173
p4255,s6074,No,Female,-0.358,24.421
p4256,s6074,No,Female,0.562,21.658
p4257,s6074,No,Female,-0.568,21.734
p4258,s6074,No,Female,-0.828,5.311
p4259,s6074,No,Female,-0.488,9.831
p4260,s6074,No,Female,1.512,19.882
p4261,s6074,No,Female,0.122,16.956
p4262,s6089,No,Female,-0.398,20.111
p4263,s6089,No,Female,0.242,16.624
p4264,s6089,No,Female,-0.028,15.343
p4265,s6089,No,Male,1.032,20.613
p4266,s6089,No,Male,0.172,20.069
p4267,s6089,No,Female,0.292,6.761
p4268,s6089,No,Female,-0.178,14.498
p4269,s6089,No,Male,-0.138,21.052
p4270,s6089,No,Male,-0.708,15.761
p4271,s6089,No,Female,0.502,19.729
p4272,s6089,No,Male,0.152,24.386
p4273,s6089,No,Female,0.482,13.833
p4274,s6089,No,Female,1.022,17.54
p4275,s6089,No,Male,-0.298,-0.111
p4276,s6089,No,Male,0.442,8.726
p4277,s6089,No,Female,0.652,5.722
p4278,s6089,No,Female,-1.238,11.303
p4279,s6089,No,Male,-0.258,23.259
p4280,s6089,No,Female,0.562,13.337
p4281,s6089,No,Male,1.222,6.707
p4282,s6089,No,Male,-0.698,22.854
p4283,s6089,No,Female,-0.138,22.521
p4284,s6089,No,Female,-0.288,13.947
p4285,s6089,No,Female,0.892,19.499
p4286,s6089,No,Male,0.292,12.577
p4287,s6089,No,Female,-0.478,16.761
p4288,s6089,No,Male,-0.718,13.901
p4289,s6089,No,Female,0.642,12.605
p4290,s6089,No,Male,0.502,13.544
p4291,s6089,No,Female,-2.038,1.199
p4292,s6089,No,Female,0.902,24.707
p4293,s6089,No,Female,0.762,21.793
p4294,s6089,No,Male,-0.328,22.625
p4295,s6144,No,Male,0.202,13.89
p4296,s6144,No,Female,0.522,21.272
p4297,s6144,No,Male,-0.478,22.091
p4298,s6144,Yes,Male,-0.538,6.02
p4299,s6144,Yes,Male,-0.048,6.868
p4300,s6144,Yes,Male,-0.128,10.037
p4301,s6144,No,Male,1.042,13.639
p4302,s6144,No,Female,-0.078,1.785
p4303,s6144,No,Female,-0.598,16.246
p4304,s6144,No,Male,-0.058,11.486
p4305,s6144,No,Male,-0.228,-1.852
p4306,s6144,No,Female,0.192,3.001
p4307,s6144,Yes,Male,-1.308,4.239
p4308,s6144,Yes,Male,-0.848,2.799
p4309,s6144,No,Female,0.032,21.64
p4310,s6144,No,Female,-0.498,14.616
p4311,s6144,Yes,Male,-0.658,6.217
p4312,s6144,Yes,Female,-1.168,0.251
p4313,s6144,No,Female,-0.428,16.239
p4314,s6144,No,Male,-1.778,1.107
p4315,s6144,No,Male,0.212,5.01
p4316,s6144,No,Female,1.512,12.65
p4317,s6144,Yes,Female,-0.148,3.967
p4318,s6144,No,Male,-0.918,3.605
p4319,s6144,No,Female,-1.948,3.091
p4320,s6144,No,Male,-0.558,4.641
p4321,s6144,No,Female,-1.338,11.389
p4322,s6144,No,Female,0.282,8.362
p4323,s6144,No,Female,-0.208,4.554
p4324,s6144,Yes,Female,-0.808,13.247
p4325,s6144,No,Female,-0.258,12.344
p4326,s6144,No,Female,0.072,8.464
p4327,s6144,No,Female,-0.658,0.778
p4328,s6144,No,Male,0.402,10.84
p4329,s6144,No,Female,-0.958,22.307
p4330,s6144,No,Male,-0.968,4.085
p4331,s6144,No,Male,-0.488,12.216
p4332,s6144,Yes,Male,-1.248,-0.726
p4333,s6144,No,Male,0.412,2.503
p4334,s6144,No,Female,-1.508,8.519
p4335,s6144,No,Male,-0.508,15.139
p4336,s6144,No,Male,-0.968,3.719
p4337,s6144,No,Female,-1.368,5.143
p4338,s6170,Yes,Female,0.462,8.954
p4339,s6170,No,Female,0.132,20.087
p4340,s6170,Yes,Female,1.002,19.951
p4341,s6170,No,Male,-0.048,22.3
p4342,s6170,No,Female,0.072,14.148
p4343,s6170,No,Female,-0.818,13.626
p4344,s6170,Yes,Male,-0.398,16.68
p4345,s6170,No,Male,-1.298,15.085
p4346,s6170,No,Female,0.142,1.01
p4347,s6170,No,Male,-0.818,23.917
p4348,s6170,No,Female,-0.518,4.27
p4349,s6170,No,Female,0.422,13.298
p4350,s6170,No,Male,-0.538,20.251
p4351,s6170,No,Male,-0.948,10.991
p4352,s6170,No,Male,-1.008,3.253
p4353,s6170,Yes,Female,-2.398,0.379
p4354,s6170,No,Female,0.532,24.012
p4355,s6170,Yes,Female,-0.778,-0.205
p4356,s6170,No,Male,-0.258,23.231
p4357,s6170,No,Female,-0.458,18.317
p4358,s6170,No,Male,1.182,24.247
p4359,s6291,Yes,Male,-0.228,10.305
p4360,s6291,Yes,Female,-0.688,11.178
p4361,s6291,Yes,Male,-0.528,17.11
p4362,s6291,Yes,Female,-0.838,8.031
p4363,s6291,Yes,Male,-0.178,17.821
p4364,s6291,Yes,Female,-0.658,4.633
p4365,s6291,Yes,Female,-0.238,12.085
p4366,s6291,No,Female,-1.098,3.309
p4367,s6291,Yes,Male,-0.318,0.612
p4368,s6291,Yes,Female,-0.778,1.803
p4369,s6291,No,Female,-0.388,8.022
p4370,s6291,No,Female,-0.408,4.01
p4371,s6291,Yes,Male,-1.498,5.9
p4372,s6291,Yes,Male,-0.158,9.182
p4373,s6291,Yes,Female,-1.308,7.133
p4374,s6291,No,Female,-0.478,6.294
p4375,s6291,Yes,Female,-0.218,15.823
p4376,s6291,Yes,Female,-0.048,14.38
p4377,s6291,Yes,Female,-1.458,3.326
p4378,s6291,No,Female,-0.068,5.5
p4379,s6291,Yes,Female,-1.518,3.377
p4380,s6291,Yes,Female,-1.518,7.026
p4381,s6291,No,Female,0.482,23.578
p4382,s6291,Yes,Female,0.312,19.619
p4383,s6291,Yes,Male,-0.258,23.137
p4384,s6291,No,Female,-0.158,16.177
p4385,s6291,Yes,Female,-1.858,15.868
p4386,s6291,No,Male,0.472,17.446
p4387,s6291,Yes,Male,0.122,18.119
p4388,s6291,Yes,Male,-0.468,-2.092
p4389,s6291,Yes,Female,-1.158,12.663
p4390,s6291,Yes,Male,-1.048,13.835
p4391,s6291,Yes,Female,-0.028,3.872
p4392,s6291,Yes,Female,-0.418,10.092
p4393,s6291,No,Female,0.362,4.582
p4394,s6366,No,Female,0.992,19.467
p4395,s6366,No,Female,0.752,17.715
p4396,s6366,No,Male,-0.678,14.341
p4397,s6366,No,Male,1.432,23.04
p4398,s6366,No,Male,0.662,24.993
p4399,s6366,No,Female,0.942,22.943
p4400,s6366,No,Male,1.212,23.525
p4401,s6366,No,Male,-0.518,24.133
p4402,s6366,No,Male,0.662,21.689
p4403,s6366,No,Female,0.142,10.158
p4404,s6366,No,Female,0.582,20.761
p4405,s6366,No,Female,0.482,22.055
p4406,s6366,Yes,Male,-0.238,8.933
p4407,s6366,No,Female,1.092,24.252
p4408,s6366,No,Female,0.802,10.477
p4409,s6366,No,Female,0.842,12.082
p4410,s6366,No,Female,-0.438,20.619
p4411,s6366,No,Female,0.422,3.745
p4412,s6366,Yes,Male,-1.428,7.292
p4413,s6366,No,Female,0.902,14.516
p4414,s6366,No,Female,0.092,22.827
p4415,s6366,No,Female,0.032,12.211
p4416,s6366,Yes,Male,0.172,15.183
p4417,s6366,No,Male,0.402,9.178
p4418,s6366,No,Female,0.072,19.704
p4419,s6366,No,Female,0.362,19.685
p4420,s6366,Yes,Female,0.702,12.565
p4421,s6366,No,Male,0.762,22.572
p4422,s6366,Yes,Female,-0.718,5.932
p4423,s6366,No,Male,-0.098,8.34
p4424,s6366,No,Male,0.542,15.712
p4425,s6366,No,Male,0.222,15.415
p4426,s6366,No,Male,1.122,19.41
p4427,s6366,No,Male,-0.138,18.12
p4428,s6366,No,Male,-0.738,8.317
p4429,s6366,No,Female,0.692,12.723
p4430,s6366,No,Female,0.542,22.311
p4431,s6366,No,Male,0.672,18.33
p4432,s6366,No,Female,-0.218,15.019
p4433,s6366,No,Female,0.232,10.79
p4434,s6366,No,Female,0.062,16.491
p4435,s6366,No,Female,0.152,18.028
p4436,s6366,No,Female,-0.388,21.264
p4437,s6366,No,Female,-0.028,14.318
p4438,s6366,No,Male,1.152,15.572
p4439,s6366,No,Male,-0.328,21.755
p4440,s6366,No,Female,-0.038,19.327
p4441,s6366,Yes,Male,-0.678,13.882
p4442,s6366,No,Female,0.642,3.706
p4443,s6366,No,Male,0.852,10.186
p4444,s6366,No,Male,1.342,-0.799
p4445,s6366,Yes,Male,1.102,12.971
p4446,s6366,No,Female,-1.068,14.084
p4447,s6366,No,Female,1.282,12.104
p4448,s6366,Yes,Female,0.192,3.57
p4449,s6366,No,Male,1.262,24.418
p4450,s6366,No,Female,-0.458,11.635
p4451,s6366,No,Female,-0.418,24.479
p4452,s6397,No,Male,1.042,-1.483
p4453,s6397,No,Female,0.522,13.327
p4454,s6397,No,Female,1.152,10.873
p4455,s6397,Yes,Male,0.322,15.109
p4456,s6397,Yes,Female,-1.048,6.886
p4457,s6397,Yes,Male,-2.058,4.233
p4458,s6397,No,Male,0.772,12.774
p4459,s6397,No,Male,-0.018,13.581
p4460,s6397,No,Male,0.472,3.344
p4461,s6397,Yes,Male,-1.388,3.834
p4462,s6397,No,Male,-0.598,23.388
p4463,s6397,Yes,Female,-1.788,3.457
p4464,s6397,No,Male,0.142,20.658
p4465,s6397,Yes,Male,-0.928,6.842
p4466,s6397,No,Male,-0.158,8.559
p4467,s6397,Yes,Female,-0.568,4.918
p4468,s6397,No,Male,-1.448,14.09
p4469,s6397,No,Female,0.262,10.284
p4470,s6397,No,Male,-0.018,6.76
p4471,s6397,Yes,Female,0.382,4.496
p4472,s6397,No,Male,1.242,21.663
p4473,s6397,No,Female,-0.288,19.411
p4474,s6397,No,Female,0.042,15.241
p4475,s6397,No,Female,-0.088,18.314
p4476,s6397,No,Female,0.072,14.82
p4477,s6397,No,Female,-0.438,11.505
p4478,s6397,Yes,Male,-0.748,4.987
p4479,s6397,No,Female,-1.368,5.641
p4480,s6397,Yes,Female,-0.228,2.679
p4481,s6397,Yes,Male,-0.098,0.67
p4482,s6397,No,Female,-1.178,15.045
p4483,s6397,No,Male,-0.338,20.828
p4484,s6397,No,Female,-0.118,8.826
p4485,s6397,No,Male,0.552,15.79
p4486,s6397,No,Male,0.792,19.724
p4487,s6397,No,Male,-0.868,20.222
p4488,s6397,No,Female,-0.208,5.688
p4489,s6397,No,Female,1.222,23.261
p4490,s6397,Yes,Male,-0.988,10.856
p4491,s6397,No,Male,-0.248,17.857
p4492,s6397,Yes,Female,-0.568,3.335
p4493,s6397,Yes,Male,-1.308,6.572
p4494,s6397,No,Female,-0.118,7.387
p4495,s6397,No,Male,0.272,24.869
p4496,s6397,Yes,Male,-0.028,19.833
p4497,s6397,No,Female,-0.068,21.334
p4498,s6397,No,Male,1.062,17.267
p4499,s6397,No,Male,-0.288,21.887
p4500,s6397,No,Male,-0.188,18.07
p4501,s6397,No,Female,-0.478,12.869
p4502,s6397,Yes,Male,-1.308,9.659
p4503,s6397,Yes,Female,0.012,6.211
p4504,s6397,Yes,Female,0.042,10.388
p4505,s6397,No,Male,-0.498,14.898
p4506,s6397,No,Male,-0.418,17.669
p4507,s6397,No,Male,0.982,21.897
p4508,s6397,No,Female,0.172,24.434
p4509,s6397,No,Male,-0.928,21.557
p4510,s6397,Yes,Male,-1.098,11.861
p4511,s6397,No,Male,-0.008,16.811
p4512,s6415,No,Female,-0.588,21.594
p4513,s6415,No,Male,-0.808,13.752
p4514,s6415,No,Male,-0.998,10.266
p4515,s6415,No,Female,0.412,6.46
p4516,s6415,No,Male,0.002,23.108
p4517,s6415,No,Male,-1.488,2.187
p4518,s6415,No,Male,-1.188,12.877
p4519,s6415,No,Female,0.082,23.717
p4520,s6415,No,Female,-0.268,21.857
p4521,s6415,No,Female,0.052,11.85
p4522,s6415,No,Male,0.262,21.877
p4523,s6415,No,Male,0.372,12.51
p4524,s6415,No,Female,-0.058,0.965
p4525,s6415,No,Male,0.782,16.623
p4526,s6415,No,Female,-0.158,4.653
p4527,s6415,No,Female,0.042,3.353
p4528,s6415,No,Male,0.942,13.091
p4529,s6415,No,Female,-0.328,17.129
p4530,s6415,No,Male,-0.118,17.937
p4531,s6415,No,Female,-0.278,12.238
p4532,s6415,No,Female,-0.018,15.296
p4533,s6415,No,Male,-1.038,4.205
p4534,s6415,No,Female,0.572,15.117
p4535,s6415,No,Male,0.012,11.407
p4536,s6415,No,Male,-0.788,1.103
p4537,s6415,No,Female,-0.068,10.36
p4538,s6415,No,Female,0.962,7.52
p4539,s6415,No,Male,0.212,14.397
p4540,s6415,No,Male,-1.368,19.749
p4541,s6415,No,Male,0.022,20.767
p4542,s6415,No,Female,0.912,20.124
p4543,s6415,No,Female,0.912,12.268
p4544,s6415,No,Female,-1.678,7.035
p4545,s6415,No,Female,-0.768,4.292
p4546,s6415,No,Male,1.212,21.508
p4547,s6415,No,Female,-0.558,13.945
p4548,s6415,No,Female,-0.508,9.658
p4549,s6415,No,Female,-0.218,9.81
p4550,s6415,No,Female,-0.008,-1.818
p4551,s6415,No,Male,0.662,17.055
p4552,s6415,Yes,Male,-0.748,4.731
p4553,s6415,No,Male,-0.818,6.552
p4554,s6415,No,Male,0.132,1.208
p4555,s6415,No,Female,0.022,12.706
p4556,s6415,Yes,Male,0.112,16.762
p4557,s6415,No,Female,-1.218,3.444
p4558,s6415,No,Female,-1.658,7.237
p4559,s6415,No,Male,-0.498,9.371
p4560,s6415,No,Male,-0.218,6.34
p4561,s6415,No,Female,-0.458,12.706
p4562,s6415,No,Female,0.132,17.118
p4563,s6415,No,Female,0.022,21.869
p4564,s6415,No,Male,-0.508,2.935
p4565,s6415,No,Male,0.462,15.63
p4566,s6443,Yes,Male,-0.428,6.372
p4567,s6443,No,Female,-1.408,14.039
p4568,s6443,Yes,Male,-1.168,12.655
p4569,s6443,No,Male,-0.338,9.865
p4570,s6443,Yes,Female,0.202,9.937
p4571,s6443,No,Female,0.362,-1.806
p4572,s6443,No,Female,0.362,22.391
p4573,s6443,No,Male,-0.898,14.191
p4574,s6443,No,Female,-1.068,13.014
p4575,s6443,No,Female,0.642,5.873
p4576,s6443,No,Female,-0.808,12.427
p4577,s6443,No,Female,0.422,10.582
p4578,s6443,No,Female,-0.618,17.731
p4579,s6443,No,Female,0.762,7.731
p4580,s6443,No,Female,-0.728,9.522
p4581,s6443,No,Male,0.222,14.626
p4582,s6443,No,Female,-0.308,3.93
p4583,s6443,Yes,Male,-1.308,13.861
p4584,s6443,No,Male,-0.048,18.22
p4585,s6443,Yes,Female,-1.168,-1.199
p4586,s6443,Yes,Male,-2.498,7.096
p4587,s6443,Yes,Female,0.392,6.087
p4588,s6443,Yes,Female,-0.348,5.779
p4589,s6443,No,Female,0.472,4.745
p4590,s6443,No,Female,0.442,15.571
p4591,s6443,Yes,Female,-0.398,0.98
p4592,s6443,Yes,Female,-0.388,9.627
p4593,s6443,No,Male,-0.728,2.493
p4594,s6443,Yes,Male,-0.918,15.06
p4595,s6443,No,Female,0.702,2.866
p4596,s6464,Yes,Female,-0.518,4.898
p4597,s6464,Yes,Male,-1.458,23.822
p4598,s6464,Yes,Female,-1.068,2.57
p4599,s6464,Yes,Female,-2.328,0.247
p4600,s6464,Yes,Male,-0.298,11.448
p4601,s6464,Yes,Male,-0.808,4.745
p4602,s6464,Yes,Female,-1.288,10.969
p4603,s6464,Yes,Female,0.142,14.298
p4604,s6464,Yes,Female,-0.208,2.792
p4605,s6464,Yes,Male,-0.658,3.721
p4606,s6464,Yes,Female,-0.278,11.265
p4607,s6464,Yes,Female,-1.458,10.249
p4608,s6464,Yes,Female,-1.548,7.235
p4609,s6464,Yes,Female,0.232,7.347
p4610,s6464,Yes,Male,-1.078,6.198
p4611,s6464,Yes,Female,-1.078,2.083
p4612,s6464,Yes,Male,0.242,11.771
p4613,s6464,Yes,Male,-0.188,6.864
p4614,s6464,Yes,Female,0.422,2.291
p4615,s6464,Yes,Male,-0.348,3.949
p4616,s6464,Yes,Male,-0.178,14.876
p4617,s6464,Yes,Female,-0.328,7.962
p4618,s6464,Yes,Female,-0.508,6.676
p4619,s6464,Yes,Male,-0.438,9.251
p4620,s6464,Yes,Female,-1.308,6.921
p4621,s6464,Yes,Female,-0.718,7.526
p4622,s6464,Yes,Male,-0.788,7.068
p4623,s6464,Yes,Female,-0.718,-1.638
p4624,s6464,Yes,Male,-1.058,-1.747
p4625,s6469,No,Male,0.282,17.823
p4626,s6469,No,Male,1.152,20.396
p4627,s6469,Yes,Male,0.422,20.159
p4628,s6469,No,Male,0.862,24.309
p4629,s6469,Yes,Male,-1.118,16.217
p4630,s6469,No,Male,1.052,22.027
p4631,s6469,No,Male,0.892,19.71
p4632,s6469,No,Male,1.362,23.081
p4633,s6469,No,Male,1.072,17.711
p4634,s6469,No,Male,0.942,23.677
p4635,s6469,Yes,Male,0.832,16.909
p4636,s6469,No,Male,0.152,16.352
p4637,s6469,No,Male,-0.318,22.992
p4638,s6469,No,Male,1.422,20.743
p4639,s6469,Yes,Male,0.382,9.766
p4640,s6469,No,Male,0.692,21.721
p4641,s6469,No,Male,0.072,21.514
p4642,s6469,No,Male,1.182,20.34
p4643,s6469,Yes,Male,1.512,23.043
p4644,s6469,No,Male,1.172,20.403
p4645,s6469,Yes,Male,0.152,7.778
p4646,s6469,No,Male,1.452,18.076
p4647,s6469,No,Male,0.202,24.993
p4648,s6469,Yes,Male,1.372,22.284
p4649,s6469,Yes,Male,0.172,11.161
p4650,s6469,No,Male,0.502,22.752
p4651,s6469,Yes,Male,0.102,12.561
p4652,s6469,Yes,Male,1.182,15.772
p4653,s6469,Yes,Male,0.522,11.941
p4654,s6469,Yes,Male,1.362,23.509
p4655,s6469,Yes,Male,1.292,16.133
p4656,s6469,Yes,Male,1.512,19.326
p4657,s6469,Yes,Male,-0.208,10.358
p4658,s6469,No,Male,1.132,21.74
p4659,s6469,Yes,Male,0.262,17.364
p4660,s6469,No,Male,1.512,24.993
p4661,s6469,No,Male,1.282,11.097
p4662,s6469,No,Male,0.752,12.624
p4663,s6469,No,Male,1.362,23.619
p4664,s6469,No,Male,0.942,16.902
p4665,s6469,No,Male,0.622,22.705
p4666,s6469,No,Male,1.512,7.292
p4667,s6469,Yes,Male,1.342,12.878
p4668,s6469,Yes,Male,0.362,10.542
p4669,s6469,Yes,Male,1.342,19.599
p4670,s6469,Yes,Male,-0.428,18.058
p4671,s6469,Yes,Male,0.792,21.919
p4672,s6469,No,Male,0.982,23.889
p4673,s6469,Yes,Male,0.292,11.778
p4674,s6469,Yes,Male,-0.248,15.088
p4675,s6469,No,Male,-0.408,22.491
p4676,s6469,No,Male,1.092,15.464
p4677,s6469,No,Male,1.172,22.08
p4678,s6469,No,Male,0.992,18.614
p4679,s6469,No,Male,1.512,20.967
p4680,s6469,No,Male,1.242,22.694
p4681,s6469,No,Male,-0.158,22.042
p4682,s6484,No,Female,0.082,7.068
p4683,s6484,No,Male,-0.378,21.653
p4684,s6484,No,Female,-0.898,18.539
p4685,s6484,No,Male,-0.988,18.707
p4686,s6484,No,Male,1.122,15.296
p4687,s6484,No,Male,0.042,17.224
p4688,s6484,No,Female,-0.898,8.05
p4689,s6484,No,Female,-0.678,20.84
p4690,s6484,No,Male,0.942,15.863
p4691,s6484,No,Male,-0.188,-2.557
p4692,s6484,No,Female,-0.478,-0.765
p4693,s6484,No,Female,0.372,8.976
p4694,s6484,No,Female,-1.498,20.571
p4695,s6484,Yes,Female,-0.188,16.233
p4696,s6484,No,Male,0.902,16.948
p4697,s6484,Yes,Female,-1.168,13.959
p4698,s6484,No,Female,-0.348,8.782
p4699,s6484,No,Female,-1.018,5.674
p4700,s6484,No,Female,-1.128,5.59
p4701,s6484,No,Female,-0.178,20.188
p4702,s6484,No,Male,1.262,6.563
p4703,s6484,No,Female,0.152,20.742
p4704,s6484,No,Female,-0.848,12.881
p4705,s6484,No,Male,-0.358,8.1
p4706,s6484,No,Female,-0.248,19.705
p4707,s6484,No,Male,0.012,14.612
p4708,s6484,No,Male,0.142,3.269
p4709,s6484,No,Female,-0.578,14.474
p4710,s6484,No,Female,-0.428,21.073
p4711,s6484,No,Male,0.462,20.267
p4712,s6484,No,Male,1.202,24.479
p4713,s6484,No,Female,-0.458,17.42
p4714,s6484,No,Female,-0.078,10.101
p4715,s6484,No,Male,-0.228,-2.832
p4716,s6484,No,Male,0.082,4.241
p4717,s6578,No,Female,-0.378,19.679
p4718,s6578,No,Female,-0.088,20.847
p4719,s6578,No,Female,-1.438,10.643
